-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,
Location: latitude  39.3392   longitude -95.7218 ,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M,WS10M
2007,12,7,0.53,0.36,92.64,-1.92,3.35
2007,12,8,1.15,0.18,81.64,-4.67,6.78
2007,12,9,0.88,1.02,82.74,-6.78,3.98
2007,12,10,0.94,23.4,85.56,-4.89,1.98
2007,12,11,0.52,29.23,96.58,-2.99,5.06
2007,12,12,1.11,0.03,92.32,-8.42,2.47
2007,12,13,2.63,0,97.99,-8.04,4
2007,12,14,2,3.38,97.01,-7.1,4.51
2007,12,15,1.06,2.84,98.1,-9.56,5.91
2007,12,16,2.52,0.04,97.44,-12.01,3.62
2007,12,17,2.48,0.02,95.17,-5.88,4.42
2007,12,18,2.71,0,96.07,-3.27,4.24
2007,12,19,2.34,0,95.51,-1.84,3.22
2007,12,20,2.6,0,96.67,-1.43,2.47
2007,12,21,2.22,0,98.06,-1.42,4.22
2007,12,22,0.22,13.89,95.01,-4.21,8.26
2007,12,23,2.37,0,91.87,-9.09,5.83
2007,12,24,2.31,0.01,94.64,-5.73,4.34
2007,12,25,2.69,0.05,91.24,-1.58,5.18
2007,12,26,0.6,0.76,97.93,-3.93,3.79
2007,12,27,0.67,0.73,99.66,-8.27,3.4
2007,12,28,1.37,5.65,97.03,-6.91,5.07
2007,12,29,2.32,0.08,97.82,-7.39,4.16
2007,12,30,2.51,0.28,97.99,-7.8,3.82
2007,12,31,2.44,0.71,92.52,-4.74,4.67
2008,1,1,2.66,0.06,90.09,-11.35,6.29
2008,1,2,2.72,0,93.78,-16.35,3.47
2008,1,3,2.51,0,88.5,-7.27,7.72
2008,1,4,1.01,0,92.49,-1.57,7.04
2008,1,5,2.25,0,97.32,1.46,5.09
2008,1,6,2.19,0,91.28,1.71,3.39
2008,1,7,1.68,0.11,97.6,2.77,3.98
2008,1,8,1.5,4.26,88.82,-0.64,5.33
2008,1,9,2.04,0,81.76,-0.22,5.09
2008,1,10,0.82,2.59,91.64,-0.83,5.88
2008,1,11,2.83,0,82.93,-0.74,3.38
2008,1,12,1.8,0,86.43,-2.41,5
2008,1,13,2.61,0,85.97,-3.63,4.21
2008,1,14,2.94,0,83.28,-5.28,4.34
2008,1,15,3,0,83.5,-3.38,5.25
2008,1,16,0.67,4.81,89.74,-1.99,6.45
2008,1,17,1.86,0.74,75.81,-8.18,6.19
2008,1,18,1.46,0.33,85.83,-9.2,5.18
2008,1,19,2.56,0,76.46,-12.06,3.16
2008,1,20,2.35,0,81.6,-7.58,5.34
2008,1,21,0.83,0.03,87.34,-4.61,7.46
2008,1,22,2.98,0,78.31,-9.67,5.24
2008,1,23,2.54,0,81.62,-7.93,7.05
2008,1,24,2.75,0,78.65,-12.69,3.21
2008,1,25,2.05,0.1,84.94,-4.28,6.32
2008,1,26,3.44,0.01,79.9,0.16,4.89
2008,1,27,3.41,0,82.44,2.53,5.67
2008,1,28,2.95,0.01,86.36,7.24,9.54
2008,1,29,1.63,0.43,67.56,-5.48,9.49
2008,1,30,3.01,0,65.87,-5.46,6.13
2008,1,31,2.07,0.11,87.48,-4.2,4.73
2008,2,1,3.37,0,86.04,-3.32,4.07
2008,2,2,2.99,0,85.19,-0.41,2.9
2008,2,3,0.77,1.83,91.29,-0.04,4.77
2008,2,4,3.27,0.55,89.9,2.89,4.82
2008,2,5,0.63,18.68,92.23,-1.04,7.53
2008,2,6,2.51,3.49,88.85,-5.35,6.02
2008,2,7,3.67,0.28,90.89,-4.53,3.61
2008,2,8,3.35,0.03,82.78,-1.07,4.85
2008,2,9,3.96,0,75.34,-0.9,6.5
2008,2,10,4.03,0,57.17,-10.21,5.72
2008,2,11,1.88,0.02,76.64,-9.03,4.75
2008,2,12,4.05,0.02,78.51,-8.74,4.18
2008,2,13,4.03,0,82.21,-2.79,4.74
2008,2,14,3.09,0,76.15,-0.47,8.06
2008,2,15,3.79,0,69.93,-6.06,3.24
2008,2,16,2.5,11.36,84.54,-2.74,2.86
2008,2,17,2.29,18.24,84.53,0.2,8.91
2008,2,18,3.71,1.35,76.95,-5.66,5.95
2008,2,19,3.07,0,81.41,-5.59,4.5
2008,2,20,4.25,0,70.45,-12.51,6.93
2008,2,21,2.01,1.15,86.22,-9.41,3.59
2008,2,22,2.65,0.2,87.34,-5.32,1.96
2008,2,23,3.47,0.52,89.71,-2.33,3.19
2008,2,24,3.77,0.05,90.97,0.68,4.06
2008,2,25,1.58,0.33,90.9,1.63,8.38
2008,2,26,3.71,0,69.49,-3.3,8.01
2008,2,27,4.39,0,71.09,0.01,2.82
2008,2,28,1.35,0.16,89.44,0.21,4.21
2008,2,29,4.99,0,74.91,3.31,4.88
2008,3,1,4.88,0,73.95,8.62,8.23
2008,3,2,1.73,24.5,90.65,10.25,10.06
2008,3,3,3.03,0.33,77.42,-4.03,8.16
2008,3,4,5.1,0,75.03,-2.94,2.31
2008,3,5,1.75,0.11,80.51,-1.54,5.72
2008,3,6,5.35,0,66.41,-1.23,2.29
2008,3,7,2.9,0.31,80.11,-5.82,6.32
2008,3,8,4.61,0,75.35,-5.32,3.57
2008,3,9,5.13,0,80.93,0.63,3.12
2008,3,10,5.71,0,69.43,-0.36,2.66
2008,3,11,5.39,0,70.92,5.61,4.83
2008,3,12,4.53,0,70.33,9.39,4.36
2008,3,13,2.03,0.01,80.25,5.61,2.63
2008,3,14,2.56,6.3,90.86,4.73,3.2
2008,3,15,2.82,1.08,77.2,0.94,5.95
2008,3,16,2.04,1.11,85.66,-0.31,4.39
2008,3,17,0.74,17.36,95.4,2.9,4.3
2008,3,18,3.32,0.03,85.02,4.46,4.94
2008,3,19,5.89,0,73.24,5.34,3.66
2008,3,20,5.74,0,70.09,9.6,5.78
2008,3,21,5.2,0,76.44,7.53,6.71
2008,3,22,3.8,0.09,80.67,2.81,4.34
2008,3,23,4.89,0,74.83,-0.18,4.9
2008,3,24,5.61,0,70.58,4.62,7.3
2008,3,25,3.91,0,62.17,9.04,4.13
2008,3,26,1.66,0.03,76.62,6.53,5.93
2008,3,27,0.75,0.15,91.62,4.7,6.26
2008,3,28,6.06,0,75.68,4.45,3.47
2008,3,29,3.48,0.01,79.76,6.15,5.86
2008,3,30,1.77,4.82,92.34,8.79,4.32
2008,3,31,2.15,2.02,83.94,8.87,6.95
2008,4,1,3.97,0,73.27,3.19,4.81
2008,4,2,6.48,0,72.63,6.05,4.01
2008,4,3,1,7.93,92.23,6.27,4.97
2008,4,4,6.39,0.02,74.2,7.26,3.31
2008,4,5,6.32,0,71.89,9.23,6.14
2008,4,6,4.92,0.01,68.86,10.72,7.04
2008,4,7,3.48,2.54,72.87,3.87,4.02
2008,4,8,1.63,23.1,88.92,2.95,4.42
2008,4,9,5.02,2.46,83.08,5.47,4.95
2008,4,10,2.54,9.03,85.05,9.85,8.56
2008,4,11,2.13,0.28,74.81,3.77,10.41
2008,4,12,3.16,0.03,72.18,2.69,8.27
2008,4,13,6.77,0,69.11,2.46,5.79
2008,4,14,7.23,0,62.03,4.59,2.69
2008,4,15,7.41,0,65.07,10.95,10.27
2008,4,16,5.81,0.32,71.29,16.29,8.26
2008,4,17,1.04,12.89,91.35,11.85,4.05
2008,4,18,1.87,1.1,88.01,6.35,6.74
2008,4,19,6.75,0,76.71,10.27,4.32
2008,4,20,5.59,0,80.77,14.03,7.33
2008,4,21,4.07,2.33,81.24,18.38,5.31
2008,4,22,6.9,0.44,72.32,14.39,4.99
2008,4,23,2.9,5.93,87.95,16.08,5.02
2008,4,24,2.65,8.54,88.05,19.65,6.19
2008,4,25,3.9,2.77,74.36,12.58,8.45
2008,4,26,5.73,6.28,71.17,7.71,3.06
2008,4,27,7.37,0.65,66.73,8.03,4.14
2008,4,28,7.86,0,61.48,6.46,5.31
2008,4,29,7.77,0,64.95,8.8,4.93
2008,4,30,5.65,0,75.81,15.87,7.43
2008,5,1,6.5,1.78,76.06,19.77,6.87
2008,5,2,3.83,11.53,69.96,11.69,8.67
2008,5,3,8.16,0.17,53.25,9.52,6.36
2008,5,4,8.12,0,61.44,12.03,3.73
2008,5,5,5.04,0.02,73.08,15.86,3.44
2008,5,6,4.33,3.4,87.18,18.29,5.27
2008,5,7,2.69,0.71,85.61,16.7,4.85
2008,5,8,6.89,1.86,76.4,15.69,4.17
2008,5,9,4.08,21.63,80.94,15.19,3.77
2008,5,10,2.19,9.51,85.33,12.12,7.63
2008,5,11,8.38,0,56.76,9.94,7.58
2008,5,12,8.15,0,65.81,14.13,7.19
2008,5,13,2.28,0.01,81.73,15.82,5.52
2008,5,14,7.93,0,70.39,12.9,3.59
2008,5,15,7.91,0,66.9,14.92,2.29
2008,5,16,7.88,0,67.94,16.15,3.84
2008,5,17,8.05,0,64.56,18.89,4.93
2008,5,18,8.24,0,61.46,17.83,3.58
2008,5,19,7.35,0,71.7,19.68,4.92
2008,5,20,8.37,0,65.45,15.92,6.07
2008,5,21,5.74,0,62.86,16.28,3.17
2008,5,22,2.98,36.17,87.63,16.2,7.61
2008,5,23,4.48,17.5,91.86,19.73,6.77
2008,5,24,5.06,5.27,92.34,19.59,7.18
2008,5,25,6.56,7.8,89.81,24,5.29
2008,5,26,4.03,8.62,88.02,23.62,3.8
2008,5,27,4.26,1.72,85.36,19.23,6.11
2008,5,28,4.12,1.93,84.61,16.03,3.87
2008,5,29,5.22,4.17,85.35,22.04,7.28
2008,5,30,6.47,1.04,79.76,24.13,5.67
2008,5,31,5.55,0.02,61.65,22.91,1.62
2008,6,1,7.46,0.01,64.02,22.48,1.79
2008,6,2,3.49,14.13,84.14,22.62,5.05
2008,6,3,6.17,5.27,79.28,25.5,3.83
2008,6,4,6.63,0.89,83.41,25.11,5.17
2008,6,5,2.4,20.95,82.6,25.37,10.98
2008,6,6,8.43,3.36,72.77,21.36,6.42
2008,6,7,5.5,0.71,82.55,26.26,10.05
2008,6,8,3.43,10.93,82.96,24.58,8.1
2008,6,9,5.96,6.89,76.66,19.52,3.07
2008,6,10,8.31,0.01,76.46,20.53,5.88
2008,6,11,5.85,16.53,84.16,23.85,9.78
2008,6,12,3.81,22.45,79.09,20.77,3
2008,6,13,7.61,0.18,65.47,20.85,3.3
2008,6,14,8.2,0,72.1,21.19,4.64
2008,6,15,4.02,7.65,85.1,23.52,4.26
2008,6,16,6.13,0.41,76.95,18.59,3.86
2008,6,17,7.61,2.91,75.32,19.22,2.01
2008,6,18,7.67,0.2,75.49,21.4,1.78
2008,6,19,3.95,12.82,83.45,22.24,2.29
2008,6,20,8.18,0.36,75.28,23.18,2.1
2008,6,21,8.39,0.24,66.66,22.55,3.33
2008,6,22,8.39,1.54,72.93,21.74,3.1
2008,6,23,6.92,6.84,75.34,21.83,4.09
2008,6,24,3.37,4.76,85.45,23.18,4.4
2008,6,25,7.85,0.28,81.28,25.57,5.51
2008,6,26,5.92,6.78,88.91,24.61,4.75
2008,6,27,6.7,3.51,84.08,24.84,4.52
2008,6,28,6.66,0.02,72.17,21.59,4.75
2008,6,29,8.4,0.03,72.45,20.44,6.14
2008,6,30,8.16,0.01,69.72,21.4,2.31
2008,7,1,8.15,1.22,76.42,23.02,4.74
2008,7,2,6.08,11.96,79.17,25.27,5.01
2008,7,3,4.96,0.03,77.52,20.15,4.01
2008,7,4,8.02,0.26,78.07,20.98,2.66
2008,7,5,4.65,2.08,80.43,22.48,5.39
2008,7,6,6.28,0.27,79.63,27.06,5.54
2008,7,7,7.92,2.77,76.79,26.8,6.93
2008,7,8,3.06,13.37,89.71,24.07,2.5
2008,7,9,4.84,0.02,84.95,23.92,2.67
2008,7,10,7.49,0.55,80.94,24.88,4.56
2008,7,11,6.59,0.93,80.51,26.27,7.1
2008,7,12,3.07,10.16,78.6,20.23,3.75
2008,7,13,8.59,0,64.29,21.69,3.17
2008,7,14,8.43,0,71.44,23.11,4.78
2008,7,15,7.87,0.8,75.69,24.59,4.68
2008,7,16,7.71,0.24,76.5,24.72,4.76
2008,7,17,7.08,19.5,81.38,25.05,4.09
2008,7,18,3.32,7.55,86.1,23.64,2.03
2008,7,19,6.88,0.16,81.38,25.35,3.65
2008,7,20,7.96,0.01,74.62,27.49,4.46
2008,7,21,7.75,0.78,71.34,28.31,3.86
2008,7,22,6.49,3.15,79.8,27.02,2.03
2008,7,23,5.98,0.09,81.01,25.36,5.68
2008,7,24,5.32,7.32,84.33,26.15,5.07
2008,7,25,5.36,1.48,83.58,27.02,3.17
2008,7,26,5.52,7.89,84.13,26.24,2.64
2008,7,27,7.52,2.76,80.9,26.76,3.99
2008,7,28,1.52,2.49,75.86,26.92,4.29
2008,7,29,2.1,14.39,89.24,23.32,3.86
2008,7,30,3.9,7,86.63,24.17,3.66
2008,7,31,5.5,0.02,82.59,25.3,3.21
2008,8,1,4.18,0,83.8,26.52,3.29
2008,8,2,7.26,0,77.9,28.55,4.53
2008,8,3,7.61,0,68.81,29.33,5.41
2008,8,4,7.2,0.54,63.82,29.73,5
2008,8,5,5.13,1.74,76.3,27.44,4.17
2008,8,6,3.97,0.15,75.14,24.78,3.4
2008,8,7,5.89,0,64.77,24.28,1.98
2008,8,8,7.33,0.07,62.87,24.59,2.27
2008,8,9,2.05,14.5,81.81,19.75,3.82
2008,8,10,7.12,0.04,72.12,22.71,3.48
2008,8,11,5.45,3.42,78.33,22.96,3.8
2008,8,12,6.76,0.02,74.91,23.35,3.32
2008,8,13,7,0.59,65.49,24.6,2.01
2008,8,14,2.82,1.87,85.06,20.64,2.57
2008,8,15,5.14,0.36,77.4,21.4,3.59
2008,8,16,6.82,0,66.84,21.72,2.81
2008,8,17,6.56,0,61.91,22.31,1.31
2008,8,18,6.59,0,63.01,22.84,1.86
2008,8,19,6.6,0,61.86,22.9,3.1
2008,8,20,3.47,0.56,73.8,21.64,3.96
2008,8,21,4.13,0.19,74.47,23.33,3.6
2008,8,22,6.88,15.93,74.2,26.44,5.16
2008,8,23,5.45,11.96,66.72,24.15,3.74
2008,8,24,4.42,0.07,65.22,19.99,3.42
2008,8,25,6.95,0.36,66.47,20.86,3.28
2008,8,26,5.77,0,71.04,21.43,3.13
2008,8,27,5.28,0.39,76.27,24.51,4.87
2008,8,28,5.4,5.54,73.39,26.19,4.86
2008,8,29,6.9,0,53.15,22.52,3.47
2008,8,30,6.66,0,57.63,23.15,3.89
2008,8,31,5.86,0,73.32,23.56,4.84
2008,9,1,5.72,0,69.83,25.87,5.33
2008,9,2,3.82,8.45,73.61,23.31,5.08
2008,9,3,1.82,7.68,71.68,16.35,6.87
2008,9,4,3.24,0.86,78.3,17.17,5.13
2008,9,5,2.57,0.36,73.41,17.14,1.96
2008,9,6,1.74,3.63,83.66,15.01,1.73
2008,9,7,4.53,2.76,76.51,17.19,1.41
2008,9,8,1.5,23.54,85.15,14.24,5.04
2008,9,9,6.43,0.02,71.41,14.39,4
2008,9,10,2.59,0.87,82.68,18.87,5.64
2008,9,11,1.71,5.47,91.74,21.14,4.73
2008,9,12,0.88,78.95,95.52,21.81,4.37
2008,9,13,2.86,7.71,84.09,21.32,3.68
2008,9,14,3.32,0.43,71.32,14.95,8
2008,9,15,6.37,0,66.19,13.78,3.61
2008,9,16,6.18,0,70.18,16.77,4.11
2008,9,17,5.9,0,74.77,18.08,3.19
2008,9,18,5.72,0,78.98,18.37,3.27
2008,9,19,4.44,0,80.38,18.55,2.73
2008,9,20,5.06,0,75.59,19.81,1.91
2008,9,21,4.91,0,80.91,19.48,3.58
2008,9,22,5.07,0,81.61,20.54,6.29
2008,9,23,4.49,10.92,83.83,21.28,6
2008,9,24,4.98,4.3,85.4,21.11,2.57
2008,9,25,5.38,0,81.73,20.18,2.83
2008,9,26,5.33,0.01,78.28,20.33,3.69
2008,9,27,5.16,0,76.37,21.27,2.48
2008,9,28,5.04,0.72,81.98,21.43,2.49
2008,9,29,4.07,2.1,73.11,17.52,5.75
2008,9,30,5.47,0,62.96,14.58,3.78
2008,10,1,5.45,0,66.03,13.79,4.76
2008,10,2,5.42,0,66.98,13.53,2.21
2008,10,3,5.13,0,72.25,15.38,2.94
2008,10,4,4.16,0,77.55,17.81,6
2008,10,5,4.13,0,79.46,19.66,7.14
2008,10,6,1.41,19.72,88.59,18.75,6.86
2008,10,7,2.92,8.6,75.47,13.88,6.21
2008,10,8,5.01,0,69.62,13.72,3.64
2008,10,9,4.69,0,71.89,15.17,4.85
2008,10,10,4.62,0,78.41,16.31,6.46
2008,10,11,4.22,0.25,83.26,18.56,5.65
2008,10,12,2.73,0.57,83.42,20.38,7.5
2008,10,13,0.87,16.35,88.98,15.04,5.61
2008,10,14,0.88,2.59,77.78,10.33,3.18
2008,10,15,2.58,14.21,76.79,10.39,5.39
2008,10,16,4.72,0,68.06,7.92,2.6
2008,10,17,4.06,2.87,77.17,10.24,4.39
2008,10,18,4.15,0.77,83.52,10.55,3.9
2008,10,19,4.21,0,77.42,13.88,7.3
2008,10,20,3.53,0.29,80.86,12.71,5.08
2008,10,21,0.93,14.49,84.95,9.74,5.62
2008,10,22,0.57,22.99,92.04,10.68,6.85
2008,10,23,1.88,2.12,84.73,6.06,5.77
2008,10,24,1.92,0.62,85.99,5.63,3.1
2008,10,25,4.28,0.06,77.57,9.16,5.35
2008,10,26,4.27,0.06,58.53,7.07,8.3
2008,10,27,4.3,0,63.01,0.73,5.64
2008,10,28,4.19,0,62.19,3.29,2.64
2008,10,29,3.99,0,74.67,7.57,3.16
2008,10,30,3.67,0.22,79.55,11.85,5.39
2008,10,31,3.6,0,88.37,13.5,3.23
2008,11,1,3.63,0,87.87,12.93,2.39
2008,11,2,3.69,0,86.85,14.62,4.75
2008,11,3,3.57,0,82.47,16.58,7.44
2008,11,4,3.29,0,74,15.9,8.83
2008,11,5,1.33,3.8,81.8,16.38,9.63
2008,11,6,2.46,6.13,71.08,6.82,8.32
2008,11,7,2.9,0.02,67.12,2.96,7.22
2008,11,8,1.63,0,73.22,-0.19,6.25
2008,11,9,3.36,0,74.41,-0.9,3
2008,11,10,0.72,5.73,81.2,2.65,5.95
2008,11,11,0.36,6.32,94.39,7.05,4.39
2008,11,12,2.45,0,85.16,4.45,3.15
2008,11,13,1.83,0.53,85.47,9.17,6.63
2008,11,14,1.47,0.43,81.85,6.12,7.53
2008,11,15,2.03,0.06,71.31,-0.27,6.63
2008,11,16,2.94,0.05,72.13,3.95,5.07
2008,11,17,1.72,0.02,76.2,1.66,3.71
2008,11,18,3.05,0,72.78,0.09,4.57
2008,11,19,2.98,0,81.49,5.11,4.88
2008,11,20,2.48,0,68.1,-0.93,7.34
2008,11,21,3.23,0,69.13,-3.91,3.4
2008,11,22,3.12,0,72.2,0.9,4.97
2008,11,23,2.83,0,94.45,1.41,4.88
2008,11,24,3.19,0,75.28,1.46,5.34
2008,11,25,3.07,0,75.32,1.16,3.2
2008,11,26,3.05,0,77.55,3.29,2.12
2008,11,27,2.65,0.02,76.96,2.85,3.88
2008,11,28,0.88,1.15,76.87,1.44,1.75
2008,11,29,0.6,5.1,90.74,0.56,1.97
2008,11,30,1.43,0.69,80.92,-0.92,8.35
2008,12,1,2.24,0.04,74.01,-1.64,5.81
2008,12,2,2.72,0,76.13,1.77,6.23
2008,12,3,1.22,0.11,78.41,-2.15,6.89
2008,12,4,2.45,0,63.42,-4.38,4.44
2008,12,5,2.48,0,67.68,-2.45,5.98
2008,12,6,2.3,0,73.21,-0.1,5.44
2008,12,7,2.31,0,74.87,-1.22,4.83
2008,12,8,0.79,0.16,95.65,3.61,4.23
2008,12,9,0.69,0.93,78.72,-3.55,10.41
2008,12,10,2.06,0,77.44,-6.38,2.97
2008,12,11,2.47,0.08,90.29,-1.15,2.49
2008,12,12,2.65,0.02,84.8,0.34,4.77
2008,12,13,2,0,77.48,6.34,10.72
2008,12,14,0.72,0.13,71.69,-2.57,10.4
2008,12,15,2.18,0,52.27,-13.69,5.77
2008,12,16,0.46,7.31,77.74,-10.61,3.93
2008,12,17,1.28,0.01,80.65,-8.42,2.12
2008,12,18,0.7,3.31,92.18,-4.1,3.68
2008,12,19,1.28,0.09,87.19,-4.04,5.61
2008,12,20,1.65,0.01,83.61,-9.82,7.2
2008,12,21,2.65,0,73.85,-16.51,7.39
2008,12,22,1.18,0.03,86.78,-13.11,4.69
2008,12,23,0.63,1.11,86.17,-3.31,7.26
2008,12,24,2.59,0.6,77.03,-8.72,5.27
2008,12,25,1.1,0.14,89.52,-3.52,6.96
2008,12,26,1.88,8.42,97.95,9.93,8.91
2008,12,27,1.06,11.33,80.67,-1.92,7.01
2008,12,28,2.74,0,80.34,-1.75,5.16
2008,12,29,2.72,1.14,84.09,1.38,4.62
2008,12,30,2.69,0,79.02,0.88,7.61
2008,12,31,2.84,0,64.5,-5.65,4.96
2009,1,1,1.77,0,77.03,-1.05,5.07
2009,1,2,2.54,0,86.99,-0.09,3.59
2009,1,3,1.26,0.01,89.94,-0.07,6.51
2009,1,4,2.36,0,64.77,-8.62,6.17
2009,1,5,2.82,0,66.79,-4.68,3.46
2009,1,6,2.01,0,83.42,-3.5,3.4
2009,1,7,2.19,0,87.33,-2,4.39
2009,1,8,2.19,0,79.26,-4.41,3.44
2009,1,9,2.75,0.02,84.7,1.6,7.18
2009,1,10,2.67,0.03,72.11,-5.39,6.59
2009,1,11,2.96,0,84.25,-1.73,4.48
2009,1,12,2.18,0.01,76.27,-1.2,8.07
2009,1,13,2.55,0,63.65,-8.49,6.23
2009,1,14,2.97,0,65.92,-8.37,9.04
2009,1,15,3.17,0,65.48,-16.32,3.83
2009,1,16,2.06,1.92,79.36,-8.86,5.29
2009,1,17,2.7,0,85.02,-0.69,6.33
2009,1,18,2.89,0.02,78.28,1.73,6.79
2009,1,19,2.53,0,69.95,-1.97,6.83
2009,1,20,2.14,0,74.47,-2.66,4.81
2009,1,21,3.3,0,82.26,-0.64,3.68
2009,1,22,3.03,0,76.31,3.29,3.16
2009,1,23,1.97,0.21,71.49,-2.75,9.45
2009,1,24,3.31,0.01,64.68,-10.67,4.23
2009,1,25,1.47,0.74,76.56,-9.19,3.56
2009,1,26,0.64,0.04,79.15,-9.49,3.98
2009,1,27,0.93,0.09,81.36,-9.18,3.85
2009,1,28,3.3,0,82.39,-6.22,4.71
2009,1,29,3.56,0.06,75.25,-1.75,5.66
2009,1,30,2.2,0,83.24,-0.24,4.81
2009,1,31,3.65,0,80.07,3.74,6.31
2009,2,1,2.12,0,70.69,0.17,5.36
2009,2,2,3.47,0,68.51,-0.41,4.81
2009,2,3,3.57,0,60.53,-8.6,5.5
2009,2,4,3.79,0,74.26,-7.12,3.45
2009,2,5,3.92,0,82.56,0.81,5.38
2009,2,6,3.38,0,84.45,7.36,7.87
2009,2,7,3.47,0,78.66,8.55,4.72
2009,2,8,1.72,0.04,86.53,2.35,4.98
2009,2,9,3.37,2.81,73.19,11.82,12.6
2009,2,10,3.95,0.87,67.55,8.69,4.67
2009,2,11,2.83,4.65,79.17,3.17,6.76
2009,2,12,3.81,0,69.76,2.05,3.88
2009,2,13,0.54,1.28,76.36,0.6,8.36
2009,2,14,4.03,0,71.04,-3.33,4.36
2009,2,15,4.36,0,70.76,-1.93,3.33
2009,2,16,4.16,0,70.63,-0.13,5.48
2009,2,17,2.48,0.01,90.86,4.63,6.78
2009,2,18,1.91,0,74.6,-0.78,8.15
2009,2,19,4.08,0,60.05,-2.64,4.13
2009,2,20,3.17,0,71,2.7,4.54
2009,2,21,4.57,0,56.7,-3.54,8.12
2009,2,22,4.49,0,61.19,-2.84,2.66
2009,2,23,4.17,0,71.64,-0.65,5.5
2009,2,24,4.45,0,84,4.17,5.35
2009,2,25,4,0.02,82.3,7.87,3.93
2009,2,26,1.15,0.3,84.17,6.42,8.39
2009,2,27,2.58,1.09,74.23,-3.28,5.81
2009,2,28,2.67,3.8,74.66,-5.03,7.47
2009,3,1,3.26,0,68.61,-7.76,5
2009,3,2,3.18,0,73.69,-4.48,4.39
2009,3,3,3.99,0,75.1,-0.17,6.53
2009,3,4,3.9,0,85.74,4.53,6.35
2009,3,5,4.7,0.01,76.73,13.08,6.87
2009,3,6,4.31,0.5,75.33,8.83,3.83
2009,3,7,1.94,11.24,90.92,11.93,3.05
2009,3,8,2.53,13.3,78.3,4.92,5.92
2009,3,9,1.52,9.52,90.91,7.13,5.37
2009,3,10,1.45,0.49,73.02,0.41,7.79
2009,3,11,5.54,0,55.55,-5.36,5.83
2009,3,12,4.2,0,63.28,-1.92,4.66
2009,3,13,4.1,0.03,69.68,1.71,1.89
2009,3,14,4.89,0,69.39,4.04,2.78
2009,3,15,3.57,0,77.6,7.29,3.87
2009,3,16,5.81,0,76.42,11.66,5.52
2009,3,17,5.39,0,75.16,14.46,4.22
2009,3,18,2.72,0,75.64,7.53,6.03
2009,3,19,5.6,0,63.12,6.94,3.59
2009,3,20,2.68,0,69.82,7.93,6.13
2009,3,21,5.1,0,80.63,13.09,4.83
2009,3,22,3.95,0.37,81.36,14.59,8.19
2009,3,23,2.11,24.9,80.36,17,12.78
2009,3,24,4.98,15.71,62.57,6.93,7.01
2009,3,25,3.99,0.15,66.37,4.65,4.58
2009,3,26,3.82,0.89,67.21,6.51,4.11
2009,3,27,1.49,0.82,67,0.26,8.84
2009,3,28,1.04,8.85,80.65,-0.3,9.18
2009,3,29,6.16,0,68.56,2.12,4.3
2009,3,30,5.36,5.79,74.67,9.47,9.37
2009,3,31,3.3,0.36,61.56,3.02,8.95
2009,4,1,4.41,0.12,63.36,4.89,3.98
2009,4,2,3.08,6.42,74.12,3.27,7.43
2009,4,3,6.48,0,54.59,6.97,4.11
2009,4,4,3.67,2.06,73.16,9.99,9.15
2009,4,5,1.76,1.11,75.68,3.32,10.8
2009,4,6,5.03,0,61.73,0.18,8.89
2009,4,7,6.38,0,63.02,3.63,4.02
2009,4,8,6.98,0,63.65,8.28,4.1
2009,4,9,1.84,16.39,76.21,6.7,8.98
2009,4,10,5.71,10.46,68.58,7.52,6.74
2009,4,11,6.74,0,68.83,7.99,3.95
2009,4,12,1.7,9.4,87.86,5.37,5.92
2009,4,13,1.86,7.47,82.5,5.76,6.08
2009,4,14,6.91,0,68.41,8.15,3.03
2009,4,15,5.74,0,70.82,11.29,5.33
2009,4,16,4.37,0,76.57,12.13,6.47
2009,4,17,5.47,0.03,79.17,13.7,4.44
2009,4,18,3.04,10.26,78.39,15.54,2.22
2009,4,19,4.93,0.37,74.21,11.21,7.29
2009,4,20,7.13,0,55.7,10.21,6.93
2009,4,21,6.57,0.02,55.23,11.72,3.96
2009,4,22,7.34,0.36,57.47,17.51,2.4
2009,4,23,6.11,2.49,78.2,18.45,2.91
2009,4,24,6.37,0.25,75.04,21.57,9.15
2009,4,25,2.06,5.93,90.16,18.2,2.24
2009,4,26,1.92,60.03,90.17,19.89,9.39
2009,4,27,1.89,11.32,79.02,10.71,5.31
2009,4,28,6.99,0,78.17,10.84,3.84
2009,4,29,1.6,8.28,94.97,15.04,4.42
