-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,,
Location: latitude  39.3405   longitude -95.7227 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR,WS10M,CLRSKY_SFC_SW_DWN
2005,6,2,4.47,21.45,73.47,2.25,4.07,7.95
2005,6,3,0.72,21.24,87,32.86,5.19,7.35
2005,6,4,5.94,23.6,86.18,43.42,6.32,7.94
2005,6,5,8.05,20.95,76.71,3.51,5.87,8.58
2005,6,6,7.97,22.99,82.5,3.24,4.76,8.38
2005,6,7,7.11,24.73,81.74,0.05,6.57,7.97
2005,6,8,6,26.13,83.63,5.82,5.63,7.96
2005,6,9,3.24,23.89,86.94,16.85,5.84,7.85
2005,6,10,5.18,23.11,91.52,31.05,4.6,7.64
2005,6,11,5.44,22.8,86.57,13.45,5.17,7.77
2005,6,12,4.1,23.26,87.18,15.07,3.42,7.52
2005,6,13,7.42,22.19,75.53,2.76,6.62,8.37
2005,6,14,8.58,20.47,73.75,0,5.95,8.64
2005,6,15,8.48,22.18,64.18,0,2.93,8.63
2005,6,16,7.48,21.3,79.21,0.62,3.16,8.11
2005,6,17,8.27,22.05,76.33,0,3.61,8.42
2005,6,18,8.63,20.77,70.39,0,3.89,8.68
2005,6,19,8.36,21.68,74.99,0,4.19,8.45
2005,6,20,8.37,23.09,73.54,0,2.76,8.41
2005,6,21,6.7,25.02,76.29,0.47,1.82,8.04
2005,6,22,8.03,25.7,76.92,0.06,3.69,8.11
2005,6,23,8.18,24.53,73.12,0,5.98,8.26
2005,6,24,7.99,25.81,74.71,0,6.33,8.01
2005,6,25,6.98,26.18,75.41,0,5.49,7.8
2005,6,26,7.64,26.16,73.54,0.01,5.4,7.75
2005,6,27,7.39,25.78,74.59,6.24,5.45,7.75
2005,6,28,4.77,26.02,74.94,7.83,5.64,7.87
2005,6,29,6.62,26.71,71.38,3.01,6.67,7.93
2005,6,30,1.33,23.69,85.1,29.73,2.39,7.6
2005,7,1,8.05,22.27,69.93,0.04,2.83,8.59
2005,7,2,7.75,22.82,74.95,0.6,4.16,8.31
2005,7,3,4.35,23.83,80.07,9.82,5.84,7.76
2005,7,4,6.83,23.69,77.36,4.55,3.4,7.91
2005,7,5,6.99,22.83,66.49,0,2.01,8.11
2005,7,6,7.39,23.15,70.36,0,3,8.29
2005,7,7,8.22,23.66,71.21,0.03,3.73,8.27
2005,7,8,7.66,24.05,69.35,0,3.95,8.05
2005,7,9,7.31,24.86,69.93,0.03,4.36,7.83
2005,7,10,7.35,25.32,69.58,0,3.72,7.66
2005,7,11,6.37,26.5,66.32,0.34,1.67,7.19
2005,7,12,5.69,26.34,66.3,4.34,1.25,7.38
2005,7,13,7.29,26.68,63.06,0,2.56,7.76
2005,7,14,7.31,26.68,61.81,0,2.23,7.74
2005,7,15,7.49,27.96,59.65,0.13,1.89,7.76
2005,7,16,7.83,27.74,61.5,0,3.24,7.85
2005,7,17,7.9,27.69,65.56,2.52,5.87,8.04
2005,7,18,6.71,24.36,68.59,14.1,3.2,7.71
2005,7,19,4.01,23.29,86.54,10.61,4.34,7.69
2005,7,20,7.96,28.21,73.33,0.85,6.9,8.01
2005,7,21,5.88,28.1,70.74,0.62,5.02,7.84
2005,7,22,7.14,29.48,66.92,0.16,2.96,7.85
2005,7,23,7.95,30,58.97,0,5.61,7.96
2005,7,24,7.63,29.01,61.29,0.05,5.99,7.86
2005,7,25,7.75,29.42,60.55,4.63,6.91,7.85
2005,7,26,1.78,21.52,82.64,19.36,4.59,7.46
2005,7,27,8.04,18.36,62.12,0,3.94,8.29
2005,7,28,8.11,21.9,54.51,0,1.31,8.14
2005,7,29,7.6,24.27,54.72,0,3.42,7.96
2005,7,30,7.29,25.88,52.54,0,4.75,7.77
2005,7,31,6.47,26.83,50.5,0.01,5.69,7.65
2005,8,1,6.69,27.93,49.13,0,4.76,7.45
2005,8,2,5.92,29.26,49,0.02,5.72,7.31
2005,8,3,6.87,29.86,49.84,0.01,5.49,7.13
2005,8,4,6.01,26.35,58.44,3.06,5.15,6.81
2005,8,5,4.45,22.18,53.65,0.67,3.66,7.26
2005,8,6,7.32,24.09,56.46,0,2.19,7.49
2005,8,7,6.51,27.83,60.48,0.78,2.43,7.27
2005,8,8,6.05,28.56,57.33,2.13,2.97,7.17
2005,8,9,7.25,29.4,53.4,0,3.8,7.32
2005,8,10,6.88,29.36,53.8,0.11,3.12,7.12
2005,8,11,5.65,28.08,58.84,1.66,3.88,7.19
2005,8,12,3.74,24.97,81.52,25.19,2.67,6.84
2005,8,13,1.57,18.58,88.88,27.51,5.35,6.77
2005,8,14,4.73,19.15,73.67,0.65,4.63,6.98
2005,8,15,5.62,20.81,72.66,0.03,3.49,7
2005,8,16,6.4,22.98,72.14,0,2.5,7.15
2005,8,17,4.62,24.48,76.48,4.15,4.11,6.7
2005,8,18,6.8,28.63,73.18,19.63,3.29,7.07
2005,8,19,3.9,26.93,84.74,36.7,3.26,6.98
2005,8,20,5.28,24.16,81.3,5.21,2.48,6.9
2005,8,21,4.4,24.32,85.96,0.06,1.49,6.74
2005,8,22,3.98,23.79,81.15,5.86,3.11,6.64
2005,8,23,2.22,21.33,81.07,0.87,5.33,6.37
2005,8,24,3.07,22.25,90.98,9.9,4.15,6.21
2005,8,25,3.97,24.27,92.03,24.54,4.23,6.27
2005,8,26,5.67,25.14,83.14,3.23,2.77,6.6
2005,8,27,6.96,23.67,69.9,0,2.05,7.02
2005,8,28,4.36,23.58,83.66,3.02,1.81,6.54
2005,8,29,6.76,23.34,79.78,0.01,2.03,6.76
2005,8,30,6.7,23.27,68.87,0,1.55,6.86
2005,8,31,6.28,23.77,71.08,0,3.58,6.51
2005,9,1,4.96,20.96,58.65,0,1.94,6.54
2005,9,2,3.75,21.12,77.47,8.02,1.96,5.98
2005,9,3,5.75,24.02,76.07,2.63,3.47,5.96
2005,9,4,6.03,24.15,78.51,0,4.42,6.09
2005,9,5,6,23.14,69.31,0,5.13,6.3
2005,9,6,4.77,22.55,71.65,0,3.42,6.14
2005,9,7,4.47,24.02,73.84,0.96,2.31,5.5
2005,9,8,4.35,23.35,76.98,1.31,4.93,5.6
2005,9,9,5.85,24.55,64.62,0,5.11,5.9
2005,9,10,5.85,24.19,64.22,0,6.04,6.09
2005,9,11,4.68,23.96,71.9,0,5.72,5.64
2005,9,12,4.28,25.38,72.66,0.12,7.44,5.63
2005,9,13,3.51,23.4,73.1,4.85,4.87,5.83
2005,9,14,5.73,18.42,58.24,0.56,3.85,6.16
2005,9,15,1.78,16.11,77.34,20.37,3.73,5.6
2005,9,16,6.16,16.11,75.53,0.07,2.24,6.22
2005,9,17,4.69,17.93,78.3,0.19,5.13,5.86
2005,9,18,4.66,23.04,82.78,8.14,5.19,5.56
2005,9,19,4.36,23.33,78.46,1.71,3.51,5.59
2005,9,20,5.78,22.34,71.32,0,2.77,5.9
2005,9,21,4.91,23.67,81.21,0.02,5.49,5.44
2005,9,22,5.18,22.68,68.41,0.26,5.22,5.49
2005,9,23,1.39,18.63,90.53,38.74,4.04,5.04
2005,9,24,4.35,22.5,84.75,3.31,4.7,5.19
2005,9,25,5.1,23.55,82.46,0.04,2.56,5.4
2005,9,26,4.92,18.48,66.02,1.14,4.54,5.54
2005,9,27,5.61,17.51,73.29,0.02,3.37,5.64
2005,9,28,2.14,14.89,69.81,2.32,6.99,5.03
2005,9,29,5.68,10.92,61.36,0,3.28,5.79
2005,9,30,4.95,16.44,65.44,0,5.54,5.19
2005,10,1,2.13,17.7,88.12,50.07,5.26,4.43
2005,10,2,4.62,23.2,85.13,17.36,7.91,4.92
2005,10,3,3.2,23.42,86.58,0,6.98,4.69
2005,10,4,4.36,23.5,85.16,0.45,6.75,4.71
2005,10,5,1.25,16.25,79.15,5.84,6.15,4.66
2005,10,6,4.69,7.73,59.29,0,5.47,5.28
2005,10,7,5.35,6.3,69.42,0,2.96,5.36
2005,10,8,5.23,7.52,74.14,0,3.14,5.23
2005,10,9,4.04,8.88,79.96,0,3.86,5.03
2005,10,10,3.64,10.81,83.16,0,2.8,4.79
2005,10,11,2.63,12.95,83.69,4.98,3.43,4.51
2005,10,12,2.64,14.02,83.68,1.97,3.09,4.66
2005,10,13,4.65,14.62,73.29,0,2.88,4.7
2005,10,14,4.47,17.6,66.03,0,3.62,4.67
2005,10,15,4.54,14.42,66.9,0,4.02,4.66
2005,10,16,2.72,15.55,70.63,0.08,3.94,4.32
2005,10,17,4.4,17.73,70.28,0,4.17,4.43
2005,10,18,4.49,17.46,69.01,0,3.83,4.49
2005,10,19,1.83,13.3,79.31,21.71,5.53,4.06
2005,10,20,0.81,10.01,90.12,12.05,5.61,4.01
2005,10,21,3.92,9.74,76.81,0.01,3.65,4.26
2005,10,22,1.4,5.81,81.94,3.79,3.45,4.24
2005,10,23,2.47,4.15,75.59,0.13,6.37,4.44
2005,10,24,4.15,4.6,73.88,0,3.73,4.32
2005,10,25,4.33,4.79,72.38,0,1.68,4.33
2005,10,26,4.21,6.08,77.54,0,2.91,4.23
2005,10,27,4.18,6.68,76.1,0.01,2.78,4.19
2005,10,28,4.04,9.44,75.9,0,4.85,4.04
2005,10,29,3.29,12.45,66.24,0.01,7.87,3.74
2005,10,30,3.2,13.05,75.96,1.41,5.28,3.57
2005,10,31,2.37,9.16,76.13,0.96,5.35,3.84
2005,11,1,3.9,9.72,63,0,3.95,3.9
2005,11,2,3.89,13.06,66.81,0.01,6.53,3.91
2005,11,3,3.65,13.81,67.37,0,5.69,3.83
2005,11,4,3.6,11.09,79.65,0,3.8,3.65
2005,11,5,2.07,9.43,83.78,0.03,3.94,3.37
2005,11,6,3.55,8.59,74.67,0,4.55,3.73
2005,11,7,3.25,13.09,73.85,0,4.07,3.48
2005,11,8,2.72,15.36,84.04,0,4.39,3.33
2005,11,9,3.03,7.41,58.82,0,5.93,3.52
2005,11,10,3.27,6.4,58.54,0,3.89,3.6
2005,11,11,3.24,11.36,71.85,0,6.02,3.38
2005,11,12,2.01,15.11,76.79,0.02,8.55,3.16
2005,11,13,3.29,7.91,58.77,0,4.75,3.55
2005,11,14,1.09,5.07,82.11,0.71,5.04,3.22
2005,11,15,0.84,1.63,80.67,9.82,9.57,3.29
2005,11,16,3.53,-4.25,59.31,0,5.95,3.55
2005,11,17,2.55,-2.19,69.32,0,3.94,3.2
2005,11,18,3.17,2.48,75.98,0,4.5,3.28
2005,11,19,1.28,4.03,87.08,0.46,5.19,3.1
2005,11,20,1.14,2.7,81.56,0.01,2.97,3.19
2005,11,21,2.82,4.07,74.51,0,4.51,3.09
2005,11,22,2.33,3.54,75.03,0,3.32,3.07
2005,11,23,2.75,8.92,67.83,0,6.65,3.04
2005,11,24,2.85,0.44,56.76,0,5.02,3.09
2005,11,25,3.01,0.56,61.16,0,5.68,3.05
2005,11,26,2.72,8.92,90.93,0.03,6.88,2.84
2005,11,27,0.3,11.45,94.94,14.13,6.64,2.53
2005,11,28,0.52,0.17,77.35,1.94,8.31,2.81
2005,11,29,2,-2.99,67.74,0.05,7.37,3.01
2005,11,30,1.14,-2.61,80.46,0.29,3.76,2.94
2005,12,1,2.81,-3.53,72.18,0.01,5.21,3.05
2005,12,2,2.51,-2.63,73.41,0.15,4.91,2.87
2005,12,3,0.88,-4,85.25,0.13,5.68,2.42
2005,12,4,2.91,-7.79,77.97,0,4.54,2.98
2005,12,5,2.79,-7.32,75.78,0.34,5.34,2.92
2005,12,6,2.49,-11.35,68.93,0,5.82,2.96
2005,12,7,0.88,-11.84,78.36,6.52,4.08,2.73
2005,12,8,2.09,-11.16,79.63,0.44,4.22,2.96
2005,12,9,2.07,-8.71,83.27,0,4.61,2.96
2005,12,10,1.52,-2.07,83.43,1.03,6.62,2.77
2005,12,11,1.79,0.84,83.15,0.15,6.15,2.71
2005,12,12,2.74,1.3,85.15,0,4.13,2.77
2005,12,13,1.05,1.37,89.14,2.72,5.76,2.68
2005,12,14,1.91,1.09,83.53,0,5.69,2.8
2005,12,15,1.65,-1.15,70.9,0,7.46,2.81
2005,12,16,2.6,-3.12,68.12,0,5.41,2.84
2005,12,17,1.02,-5.27,80.28,5.14,3.58,2.66
2005,12,18,1.68,-7.13,70.92,0.45,4.16,2.78
2005,12,19,2.12,-8.63,85.39,0,2.33,2.8
2005,12,20,2.01,-6.63,93.49,0.16,3.18,2.71
2005,12,21,2.34,-4.11,87.64,0.19,4.08,2.82
2005,12,22,2.52,1.12,90.44,0.18,6.12,2.63
2005,12,23,1.39,2.02,96.42,3.7,4.84,2.63
2005,12,24,0.5,2.05,94.53,6.59,7.75,2.55
2005,12,25,1.67,0.22,91.88,0.14,3.77,2.75
2005,12,26,2.55,2.62,87.7,0,4.34,2.65
2005,12,27,2.1,2.72,91.3,0.01,4.62,2.61
2005,12,28,1.82,1.6,91.77,0.01,5.28,2.7
2005,12,29,1.08,1.23,90.53,0,4.16,2.69
2005,12,30,2.06,1.91,83.56,0,6,2.79
2005,12,31,2.17,1.69,80.38,0,3.61,2.77
2006,1,1,2.12,5.29,89.09,0.01,4.96,2.54
2006,1,2,0.87,1.89,90.62,0.07,6.67,2.51
2006,1,3,1.71,3.04,88.26,0,4.64,2.73
2006,1,4,2.89,4.56,73.56,0,6.38,2.91
2006,1,5,2.28,0.16,83.8,0,5.6,2.84
2006,1,6,2.19,-0.25,81.5,0,4.2,2.83
2006,1,7,1.82,3.76,81.74,0,3.69,2.87
2006,1,8,2.33,3.12,82.53,0.03,6.18,2.84
2006,1,9,1.43,-0.37,81.05,0,4.29,2.56
2006,1,10,1.82,-1.58,76.49,0.21,2.43,2.63
2006,1,11,2.75,2.8,78.94,0.06,6.46,2.99
2006,1,12,2.83,3.24,80.1,0.03,5.39,2.93
2006,1,13,3.1,0.88,69.45,0,8.14,3.13
2006,1,14,3.06,2.63,69.2,0,5.22,3.1
2006,1,15,3.06,6.14,67.09,0,5.88,3.07
2006,1,16,1.25,2.04,79,0.91,7.24,2.91
2006,1,17,2.98,-1.87,70.42,0,5.99,3.28
2006,1,18,2.47,2.41,69.37,0,4.58,3.12
2006,1,19,2.02,2.73,82.43,0.23,4.18,3.18
2006,1,20,0.5,-1.31,92.29,4.02,5.99,2.82
2006,1,21,1.59,-0.23,86.07,1.18,4.06,3.35
2006,1,22,2.83,-0.02,84.62,0.01,2.49,3.21
2006,1,23,1.86,-0.75,86.13,0.02,3.63,3.33
2006,1,24,3.39,2.95,63.41,0,7.36,3.4
2006,1,25,3.37,1.17,63.11,0,3.14,3.42
2006,1,26,2.23,6.14,63.66,0.37,8.19,3.34
2006,1,27,3,8.25,71.21,0.04,7.52,3.25
2006,1,28,0.59,8.91,94.43,11.59,6.29,2.83
2006,1,29,3.39,4.56,70.81,0,5.94,3.56
2006,1,30,3.46,1.9,68.73,0,5.14,3.65
2006,1,31,3.41,5.18,62.99,0,6.78,3.61
2006,2,1,3.69,5.56,70.31,0,3.77,3.76
2006,2,2,3.17,6.09,67.44,0,4.13,3.73
2006,2,3,3.62,0.43,69.98,0,5.79,3.88
2006,2,4,3.97,-3.4,67.05,0,5.58,3.98
2006,2,5,2.24,-2.16,65.85,0,2.99,3.73
2006,2,6,3.48,-1.73,66.95,0,3.47,3.88
2006,2,7,3.49,0.75,77.02,0.04,3.45,3.87
2006,2,8,3.21,-2.03,72.03,0.01,5.21,4
2006,2,9,2.25,-1.53,66.42,0,4.84,3.87
2006,2,10,3.11,0.23,63.23,0.05,6.73,4.22
2006,2,11,1.64,-3.75,71.03,0.25,7.35,4.19
2006,2,12,3.75,-4.22,68.65,0,5.46,4.26
2006,2,13,4.13,0.62,65.22,0,5.49,4.22
2006,2,14,4.31,3.93,65.88,0,5.55,4.38
2006,2,15,0.72,0.36,74.25,0.08,8.56,3.81
2006,2,16,0.87,-3.51,72.82,0.05,8.97,4.15
2006,2,17,2.72,-9.8,63.16,0.01,7.28,4.39
2006,2,18,4.09,-12.25,50.4,0,3.78,4.33
2006,2,19,2.7,-8.32,65.34,0,2.58,4.31
2006,2,20,4.52,-2.89,69.93,0,4.83,4.6
2006,2,21,4.38,1.46,63.79,0,2.66,4.62
2006,2,22,4.24,1.66,61.54,0,4.48,4.77
2006,2,23,4.72,2.95,57.73,0,4.29,4.81
2006,2,24,4.22,5.92,66.08,0.04,6.59,4.65
2006,2,25,4.82,-0.98,61.65,0,6.4,4.89
2006,2,26,4.88,0.77,60.62,0,4.09,4.93
2006,2,27,4.68,8.17,70.15,0,4.35,4.8
2006,2,28,3.75,9.63,80.49,0,3.29,4.9
2006,3,1,4.15,12.88,78.25,0,5.29,4.81
2006,3,2,5.2,3.54,64.69,0,5.94,5.29
2006,3,3,5.14,0.82,72.51,0,2.85,5.2
2006,3,4,1.13,4.06,84.71,8.75,6.51,4.18
2006,3,5,4.35,8.05,75.23,0.6,5.23,4.68
2006,3,6,5.02,6.28,63.23,0.04,3.46,5.29
2006,3,7,2.87,8.84,78.65,1.61,7.78,4.54
2006,3,8,3.18,15.2,77.96,2.35,6.61,4.8
2006,3,9,1.31,5.08,78.99,0.24,5.11,5.24
2006,3,10,2.96,7.56,76.03,0,5.4,5.44
2006,3,11,4.45,10,69.48,0.05,5.18,5.41
2006,3,12,1.95,10.08,77.97,6.1,6.56,4.88
2006,3,13,4.13,2.91,64.75,0.1,8.18,5.8
2006,3,14,5.8,3.36,57.42,0,4.12,5.85
2006,3,15,5.08,7.2,54.88,0,8.04,5.74
2006,3,16,5.66,5.68,59.45,0,9.62,5.88
2006,3,17,2.44,2.28,76.19,0.01,3.88,5.68
2006,3,18,1.55,4.1,76.9,4,6.01,4.98
2006,3,19,1.71,2.7,76.47,7.89,7.7,5.32
2006,3,20,0.87,1.45,85.41,12.08,9.89,5.57
2006,3,21,1.52,0.21,78.87,0.77,5.63,6.03
2006,3,22,3.68,-0.25,71.66,0.01,3.73,6.15
2006,3,23,6.27,0.94,69.3,0.03,5.8,6.36
2006,3,24,5.11,0.55,71.1,0.03,4.85,6.36
2006,3,25,5.51,1.87,69.89,0,1.96,6.31
2006,3,26,4.32,6.35,66.65,0.17,7.34,5.86
2006,3,27,1.85,7.6,76.89,4.43,7.1,6.13
2006,3,28,4.29,6.78,77.18,0.72,3.24,6.5
2006,3,29,5.34,10.25,75.01,1.36,6.99,6.07
2006,3,30,1.74,15.14,85.25,11.19,9.55,5.76
2006,3,31,5.66,11.67,65.97,0,6.99,6.63
2006,4,1,6.11,13.33,67.71,8.56,5.07,6.47
2006,4,2,3.73,16.54,75.96,14,9.53,6.41
2006,4,3,6.67,9.13,56.83,0,6.19,6.92
2006,4,4,6.14,10.29,50.49,0,3.22,6.79
2006,4,5,4.53,16.45,71.4,0.3,7,5.98
2006,4,6,4.26,19.06,72.23,1.96,8.99,6.43
2006,4,7,3.53,12.38,63.29,2.46,7.25,6.8
2006,4,8,7.15,6.94,58.59,0,3.81,7.28
2006,4,9,6.93,10.07,60.08,0,5.34,7.19
2006,4,10,6.49,16.2,61.06,0,8.57,7
2006,4,11,4.08,18.02,66.8,1.85,9.42,6.73
2006,4,12,7.16,17.16,58.67,0,2.94,7.16
2006,4,13,6.74,20.84,65.02,0,6.09,6.94
2006,4,14,6.59,22.88,59.87,0,4.68,7.01
2006,4,15,4.26,20.68,67.24,5.33,7.48,6.72
2006,4,16,5.2,18.1,67.36,0,7.56,7.01
2006,4,17,5.17,14.95,80.51,0,4.75,7.32
2006,4,18,6.56,17.13,66.59,0.02,7.07,7.13
2006,4,19,7.76,12.74,45.99,0,5.22,7.8
2006,4,20,7.38,13.2,55.51,0,4.38,7.61
2006,4,21,7.49,16.01,51.56,0,2.44,7.52
2006,4,22,6.53,17.99,50.91,0.08,2.36,7.32
2006,4,23,6.52,18.23,71.58,5.02,5.5,6.71
2006,4,24,4.65,17.09,80.13,6.23,6.36,6.83
2006,4,25,1.15,8.37,80.54,2.67,6.63,7.54
2006,4,26,5.45,9.57,64.95,0.02,2.23,7.7
2006,4,27,7.55,13.36,64.94,0.11,4.33,7.64
2006,4,28,1.1,13.07,87.21,31.98,6.56,7.06
2006,4,29,1.88,12.74,90.35,18.9,4.06,7.44
2006,4,30,3.99,13.26,76.73,7.15,5.95,7.55
2006,5,1,5,13.87,70.69,0.02,3.27,7.57
2006,5,2,6.97,17.25,69.19,5.42,5.03,7.74
2006,5,3,2.07,15.3,80.71,10.12,5.06,7.11
2006,5,4,2.86,12.02,71.88,0.44,3.58,7.54
2006,5,5,3.83,11.59,74.92,1.68,2.3,7.53
2006,5,6,3.14,11.64,73.73,0.22,2.37,7.59
2006,5,7,2.57,13.14,80.79,0.02,3.91,7.8
2006,5,8,5.32,17.91,85.6,9.48,5.92,7.29
2006,5,9,6.89,19.66,73.06,0.2,3.63,7.67
2006,5,10,3.59,13.19,63.97,0.17,6.32,7.73
2006,5,11,6.3,11.62,56.38,0.01,8.28,8.4
2006,5,12,8.46,12.08,52.35,0,6.61,8.53
2006,5,13,6.97,12.81,58.74,0.1,6,8.24
2006,5,14,4.12,12.27,70.22,0.15,6.49,8.23
2006,5,15,4.49,14.01,74.47,0.36,5.71,8
2006,5,16,6.57,15.08,71.94,0.07,5.26,8.15
2006,5,17,7.9,18.3,59.46,0,4.8,8.34
2006,5,18,7.37,19.13,51.36,0,3.91,8.15
2006,5,19,7.96,22.96,59.52,0.02,4.33,8.17
2006,5,20,5.72,20.01,65.36,0.54,4.16,7.72
2006,5,21,7.42,20.9,64.84,0.01,4.68,7.86
2006,5,22,6.48,20.37,73.16,0,4.77,7.72
2006,5,23,6.64,24.43,73.23,2.53,6.49,7.66
2006,5,24,8.05,25.34,60.32,0.1,5.05,8.1
2006,5,25,8.51,22.71,45.15,0,5.58,8.52
2006,5,26,5.31,23.77,65.53,4.67,3.27,7.94
2006,5,27,7.52,26.43,68.44,1.16,8.59,8.08
2006,5,28,7.1,25.37,70.42,0.01,8.72,8.03
2006,5,29,2.41,24.85,79.88,9.35,5.66,7.81
2006,5,30,6.21,23.03,83.12,3.03,2.7,7.84
2006,5,31,5.29,23.08,76.44,6,2.42,7.91
2006,6,1,5.59,21.86,76.75,1.6,2.34,8.17
2006,6,2,7.92,23.22,53.09,0,2.17,8.61
2006,6,3,6.52,23.08,53.14,0.13,4.63,8.38
2006,6,4,7.09,22.15,64.82,9.71,5.3,7.87
2006,6,5,4.02,22.46,73.91,3.99,5.22,7.62
2006,6,6,7.82,24.59,69.29,0.23,3.2,7.99
2006,6,7,8.09,25.12,51.46,0,3.16,8.53
2006,6,8,7.42,25,62.64,0.07,2.06,8.2
2006,6,9,8.13,27.45,55.76,0.05,5.94,8.43
2006,6,10,3.65,25.51,65.57,4.84,4.16,7.88
2006,6,11,4.39,21.19,74.83,0.34,5.06,7.81
2006,6,12,4.8,19.36,67.05,0,3.39,8.25
2006,6,13,8.35,22.41,59.17,0.01,2.24,8.53
2006,6,14,8.53,25.03,52.82,0,5.39,8.58
2006,6,15,7.15,26.26,53.72,0.05,9.01,8.26
2006,6,16,7.82,28.13,56.27,1.96,8.2,8.09
2006,6,17,5.56,24.08,76.61,9.53,6.52,7.85
2006,6,18,7.71,24.69,63.89,1.01,2.72,8.54
2006,6,19,7.7,26.48,61.98,2.88,3.31,8.21
2006,6,20,5.51,27.78,57.7,0.04,7.45,8.21
2006,6,21,5.35,27.33,66.08,5.29,5.05,7.9
2006,6,22,4.8,23.16,71.42,2.94,3.97,7.79
2006,6,23,6.66,24.32,53.64,1.59,1.73,8.14
2006,6,24,6.12,23.63,66.56,3.79,2.76,8.15
2006,6,25,6.81,21.94,62.42,0.51,5.19,8.43
2006,6,26,8.35,22,51.89,0,4.71,8.67
2006,6,27,7.74,24.32,49.94,0.76,2.4,8.39
2006,6,28,7.69,26.47,49.11,1.09,2.35,8.33
2006,6,29,7.61,28.18,42.51,0.01,5.15,8.33
2006,6,30,7.14,29.2,37.38,0.01,6.29,8.29
2006,7,1,7.91,29.79,38.58,0,6.93,8.03
2006,7,2,7.18,29.8,47.68,0.51,5.63,7.9
2006,7,3,4.6,27.11,65.48,15.01,4.94,8.04
2006,7,4,7.48,25.85,57.91,6.45,4.15,8.09
2006,7,5,8.17,22.49,48.83,0,4.12,8.2
2006,7,6,8.12,22.94,49.57,0,3.14,8.31
2006,7,7,7.72,22.3,48.22,0,4.69,8.22
2006,7,8,5.11,22.95,59.63,2.11,3.88,7.79
2006,7,9,3.38,24.04,71.6,1.21,3.87,7.42
2006,7,10,3.64,23.73,84.35,19.67,3.44,7.21
2006,7,11,5.21,26.54,76.81,3.86,2.47,7.73
2006,7,12,7.39,27.59,62.2,0.15,1.53,7.96
2006,7,13,7.74,29.02,72.8,22.63,3.33,7.88
2006,7,14,7.92,28.79,69.32,0.11,2.54,8.02
2006,7,15,8.28,29.16,59.46,0,1.99,8.31
2006,7,16,7.87,31.1,56.58,0,4.27,8.09
2006,7,17,7.76,32.47,52.54,0,5.03,7.88
2006,7,18,7.47,29.59,55.69,0,3.55,7.58
2006,7,19,7.43,33.28,51.71,0,5.15,7.63
2006,7,20,6.92,29.97,60.9,13.15,4.75,7.58
2006,7,21,4.73,22.63,70.42,8.4,5,7.56
2006,7,22,7.61,23.31,55.92,0,3.56,8.03
2006,7,23,8.02,25.25,52.02,0,2.18,8.04
2006,7,24,7.73,26.84,47.18,0,4.52,7.95
2006,7,25,7.04,29.93,48.33,0.14,6.79,7.74
2006,7,26,7.13,31.09,51.29,0.04,4.64,7.6
2006,7,27,2.73,28.06,64.86,3.64,2.28,7.24
2006,7,28,7.3,29.23,64.19,0,3.69,7.5
2006,7,29,7.56,31.79,51.4,0,5.14,7.69
2006,7,30,7.72,32.27,45.74,0,6.18,7.78
2006,7,31,7.79,32.64,43.5,0.04,7.8,7.83
2006,8,1,6.99,33.06,44.68,0.1,7.73,7.67
2006,8,2,4.92,28.81,60.38,16.02,5.18,7.35
2006,8,3,7.15,25.49,64.8,1.36,3.87,7.7
2006,8,4,7.54,25.69,50.94,0.05,3.95,7.77
2006,8,5,7.37,29.87,54.57,0.11,4.59,7.41
2006,8,6,7.08,32.03,49.53,1.93,3.39,7.53
2006,8,7,6.45,27.09,77.24,9.2,4.23,7.03
2006,8,8,5.98,27.98,67.73,0.5,3.92,6.96
2006,8,9,7.31,32.23,52.07,0.11,3.3,7.39
2006,8,10,3.17,31,51.85,2.49,3.03,7.22
2006,8,11,6.58,28.27,63.48,0.11,3.07,7.3
2006,8,12,6.76,28.14,60.9,0.84,3.98,7.26
2006,8,13,5.66,27.87,72.77,25.75,5.14,7.04
2006,8,14,5.35,23.16,68.66,7.26,4.26,7.19
2006,8,15,7.58,23,55.12,0,3.23,7.63
2006,8,16,4.25,24.71,68.9,9,4.98,6.92
2006,8,17,5.21,27.61,72.38,2.95,3.74,6.89
2006,8,18,2.88,26.82,78.67,23.16,2.26,6.83
